"","Offense","Date","Year","Month","Hour","Weekday","NumCrimes","GroupA","GroupB","Assault","Suspicious_Persons_Activity","ShotsFired_IllegalHunting"
"8666","Assault Simple","2021-05-24","2021","May","23","Wed",16,0,1,0,0,0
"8667","Larceny - All Other","2021-05-24","2021","May","22","Wed",16,0,1,0,0,0
"8668","Sex Offense - Forcible Rape","2021-05-24","2021","May","22","Wed",16,0,1,0,0,0
"8669","Hit and Run","2021-05-24","2021","May","19","Wed",16,0,1,0,0,0
"8670","Hit and Run","2021-05-24","2021","May","19","Wed",16,0,1,0,0,0
"8671","Hit and Run","2021-05-24","2021","May","18","Wed",16,0,1,0,0,0
"8672","Hit and Run","2021-05-24","2021","May","14","Wed",16,0,1,0,0,0
"8673","Misc - Criminal Call","2021-05-24","2021","May","14","Wed",16,0,1,0,0,0
"8674","Vandalism","2021-05-24","2021","May","14","Wed",16,0,1,0,0,0
"8675","Assist Citizen - Mental/TDO/ECO","2021-05-24","2021","May","13","Wed",16,0,1,0,0,0
"8676","Hit and Run","2021-05-24","2021","May","13","Wed",16,0,1,0,0,0
"8677","Weapons Violations","2021-05-24","2021","May","06","Wed",16,0,1,0,0,0
"8678","Suspicious Activity","2021-05-24","2021","May","03","Wed",16,0,1,0,0,0
"8679","Misc - Criminal Call","2021-05-24","2021","May","03","Wed",16,0,1,0,0,0
"8680","Assist Citizen - Mental/TDO/ECO","2021-05-24","2021","May","02","Wed",16,0,1,0,0,0
"8681","Larceny - Theft from Building","2021-05-24","2021","May","00","Wed",16,0,1,0,0,0
"8682","Larceny - Of Veh Parts/Access","2021-05-23","2021","May","21","Tues",12,0,1,0,0,0
"8683","Larceny - All Other","2021-05-23","2021","May","18","Tues",12,0,1,0,0,0
"8684","Assault Simple","2021-05-23","2021","May","17","Tues",12,0,1,0,0,0
"8685","Fraud-credit card","2021-05-23","2021","May","16","Tues",12,0,1,0,0,0
"8686","Larceny - Shoplifitng","2021-05-23","2021","May","16","Tues",12,0,1,0,0,0
"8687","Death Investigation - DOA","2021-05-23","2021","May","15","Tues",12,0,1,0,0,0
"8688","Assault Simple","2021-05-23","2021","May","13","Tues",12,0,1,0,0,0
"8689","Assault Simple","2021-05-23","2021","May","12","Tues",12,0,1,0,0,0
"8690","Assist Citizen - Mental/TDO/ECO","2021-05-23","2021","May","05","Tues",12,0,1,0,0,0
"8691","Shots Fired/Illegal Hunting","2021-05-23","2021","May","03","Tues",12,1,0,0,0,1
"8692","Assist Citizen - Mental/TDO/ECO","2021-05-23","2021","May","02","Tues",12,0,1,0,0,0
"8693","Lost/FoundProperty","2021-05-23","2021","May","00","Tues",12,0,1,0,0,0
"8694","Hit and Run","2021-05-22","2021","May","23","Mon",15,0,1,0,0,0
"8695","Assist Citizen - Misc","2021-05-22","2021","May","23","Mon",15,0,1,0,0,0
"8696","Suspicious Activity","2021-05-22","2021","May","23","Mon",15,0,1,0,0,0
"8697","Assist Citizen - Misc","2021-05-22","2021","May","23","Mon",15,0,1,0,0,0
"8698","Assist Citizen - Misc","2021-05-22","2021","May","22","Mon",15,0,1,0,0,0
"8699","Hit and Run","2021-05-22","2021","May","22","Mon",15,0,1,0,0,0
"8700","Burglary","2021-05-22","2021","May","22","Mon",15,0,1,0,0,0
"8701","Larceny - Theft from Building","2021-05-22","2021","May","17","Mon",15,0,1,0,0,0
"8702","Motor Vehicle Theft","2021-05-22","2021","May","13","Mon",15,0,1,0,0,0
"8703","Suspicious Activity","2021-05-22","2021","May","07","Mon",15,0,1,0,0,0
"8704","Assault Intimidation","2021-05-22","2021","May","05","Mon",15,0,1,0,0,0
"8705","Assist Citizen - Mental/TDO/ECO","2021-05-22","2021","May","03","Mon",15,0,1,0,0,0
"8706","Motor Vehicle Theft","2021-05-22","2021","May","02","Mon",15,0,1,0,0,0
"8707","Suspicious Activity","2021-05-22","2021","May","01","Mon",15,0,1,0,0,0
"8708","Lost/FoundProperty","2021-05-22","2021","May","01","Mon",15,0,1,0,0,0
"8709","Drug/Narcotics Violation","2021-05-21","2021","May","22","Sun",12,0,1,0,0,0
"8710","Suspicious Activity","2021-05-21","2021","May","19","Sun",12,0,1,0,0,0
"8711","Larceny - All Other","2021-05-21","2021","May","17","Sun",12,0,1,0,0,0
"8712","Fraud-impersonation","2021-05-21","2021","May","16","Sun",12,0,1,0,0,0
"8713","Larceny - Of Veh Parts/Access","2021-05-21","2021","May","15","Sun",12,0,1,0,0,0
"8714","Misc - Criminal Call","2021-05-21","2021","May","15","Sun",12,0,1,0,0,0
"8715","Lost/FoundProperty","2021-05-21","2021","May","15","Sun",12,0,1,0,0,0
"8716","Death Investigation - DOA","2021-05-21","2021","May","14","Sun",12,0,1,0,0,0
"8717","Hit and Run","2021-05-21","2021","May","13","Sun",12,0,1,0,0,0
"8718","Vandalism","2021-05-21","2021","May","12","Sun",12,0,1,0,0,0
"8719","Vandalism","2021-05-21","2021","May","12","Sun",12,0,1,0,0,0
"8720","Vandalism","2021-05-21","2021","May","00","Sun",12,0,1,0,0,0
"8721","Vandalism","2021-05-20","2021","May","23","Sat",13,0,1,0,0,0
"8722","Lost/FoundProperty","2021-05-20","2021","May","22","Sat",13,0,1,0,0,0
"8723","Fraud-wire fraud","2021-05-20","2021","May","21","Sat",13,0,1,0,0,0
"8724","Driving Under the Influence","2021-05-20","2021","May","20","Sat",13,0,1,0,0,0
"8725","Assault Aggravated","2021-05-20","2021","May","20","Sat",13,0,1,0,0,0
"8726","Misc - Non-Criminal Call","2021-05-20","2021","May","20","Sat",13,0,1,0,0,0
"8727","Misc - Non-Criminal Call","2021-05-20","2021","May","19","Sat",13,0,1,0,0,0
"8728","Burglary","2021-05-20","2021","May","19","Sat",13,0,1,0,0,0
"8729","Hit and Run","2021-05-20","2021","May","18","Sat",13,0,1,0,0,0
"8730","Motor Vehicle Theft","2021-05-20","2021","May","16","Sat",13,0,1,0,0,0
"8731","Assist Citizen - Mental/TDO/ECO","2021-05-20","2021","May","14","Sat",13,0,1,0,0,0
"8732","Vandalism","2021-05-20","2021","May","04","Sat",13,0,1,0,0,0
"8733","Assault Simple","2021-05-20","2021","May","02","Sat",13,0,1,0,0,0
"8734","Fraud-false pretense","2021-05-19","2021","May","22","Fri",11,0,1,0,0,0
"8735","Assault Simple","2021-05-19","2021","May","20","Fri",11,0,1,0,0,0
"8736","Hit and Run","2021-05-19","2021","May","17","Fri",11,0,1,0,0,0
"8737","Assault Simple","2021-05-19","2021","May","12","Fri",11,0,1,0,0,0
"8738","Drunkeness DIP","2021-05-19","2021","May","08","Fri",11,0,1,0,0,0
"8739","Assist Citizen - Mental/TDO/ECO","2021-05-19","2021","May","08","Fri",11,0,1,0,0,0
"8740","Vandalism","2021-05-19","2021","May","07","Fri",11,0,1,0,0,0
"8741","Assault Simple","2021-05-19","2021","May","02","Fri",11,0,1,0,0,0
"8742","Larceny - Shoplifitng","2021-05-19","2021","May","01","Fri",11,0,1,0,0,0
"8743","Vandalism","2021-05-19","2021","May","00","Fri",11,0,1,0,0,0
"8744","Assault Simple","2021-05-19","2021","May","00","Fri",11,0,1,0,0,0
"8745","Missing Person-juvenile","2021-05-18","2021","May","22","Thurs",16,0,1,0,0,0
"8746","Missing Person-juvenile","2021-05-18","2021","May","22","Thurs",16,0,1,0,0,0
"8747","Fraud-impersonation","2021-05-18","2021","May","19","Thurs",16,0,1,0,0,0
"8748","Vandalism","2021-05-18","2021","May","19","Thurs",16,0,1,0,0,0
"8749","Misc - Criminal Call","2021-05-18","2021","May","18","Thurs",16,0,1,0,0,0
"8750","Lost/FoundProperty","2021-05-18","2021","May","16","Thurs",16,0,1,0,0,0
"8751","Fraud-false pretense","2021-05-18","2021","May","16","Thurs",16,0,1,0,0,0
"8752","Assault Simple","2021-05-18","2021","May","12","Thurs",16,0,1,0,0,0
"8753","Larceny - Of Veh Parts/Access","2021-05-18","2021","May","11","Thurs",16,0,1,0,0,0
"8754","Assault Simple","2021-05-18","2021","May","11","Thurs",16,0,1,0,0,0
"8755","Drunkeness DIP","2021-05-18","2021","May","04","Thurs",16,0,1,0,0,0
"8756","Disturbance - Non Domestic","2021-05-18","2021","May","02","Thurs",16,0,1,0,0,0
"8757","Missing Person-juvenile","2021-05-18","2021","May","02","Thurs",16,0,1,0,0,0
"8758","Missing Person-juvenile","2021-05-18","2021","May","02","Thurs",16,0,1,0,0,0
"8759","Assault Intimidation","2021-05-18","2021","May","02","Thurs",16,0,1,0,0,0
"8760","Suspicious Activity","2021-05-18","2021","May","01","Thurs",16,0,1,0,0,0
"8761","Assault Simple","2021-05-17","2021","May","22","Wed",16,0,1,0,0,0
"8762","Littering/Illegal Dumping","2021-05-17","2021","May","21","Wed",16,0,1,0,0,0
"8763","Assault Aggravated","2021-05-17","2021","May","21","Wed",16,0,1,0,0,0
"8764","Assist Citizen - Misc","2021-05-17","2021","May","20","Wed",16,0,1,0,0,0
"8765","Suspicious Activity","2021-05-17","2021","May","19","Wed",16,0,1,0,0,0
"8766","Drunkeness DIP","2021-05-17","2021","May","19","Wed",16,0,1,0,0,0
"8767","Assault Intimidation","2021-05-17","2021","May","17","Wed",16,0,1,0,0,0
"8768","Assault Intimidation","2021-05-17","2021","May","17","Wed",16,0,1,0,0,0
"8769","Assault Intimidation","2021-05-17","2021","May","17","Wed",16,0,1,0,0,0
"8770","Larceny - Of Veh Parts/Access","2021-05-17","2021","May","15","Wed",16,0,1,0,0,0
"8771","Larceny - All Other","2021-05-17","2021","May","14","Wed",16,0,1,0,0,0
"8772","Fraud-false pretense","2021-05-17","2021","May","13","Wed",16,0,1,0,0,0
"8773","Animal Complaint","2021-05-17","2021","May","09","Wed",16,0,1,0,0,0
"8774","Assault Simple","2021-05-17","2021","May","04","Wed",16,0,1,0,0,0
"8775","Assault Simple","2021-05-17","2021","May","04","Wed",16,0,1,0,0,0
"8776","Fraud-credit card","2021-05-17","2021","May","01","Wed",16,0,1,0,0,0
"8777","Sex Offense-forcible fondling","2021-05-16","2021","May","21","Tues",12,0,1,0,0,0
"8778","Sex Offense - Forcible Rape","2021-05-16","2021","May","20","Tues",12,0,1,0,0,0
"8779","Assault Simple","2021-05-16","2021","May","20","Tues",12,0,1,0,0,0
"8780","Unauthorized Use of Motor Veh","2021-05-16","2021","May","18","Tues",12,0,1,0,0,0
"8781","Missing Person-juvenile","2021-05-16","2021","May","15","Tues",12,0,1,0,0,0
"8782","Lost/FoundProperty","2021-05-16","2021","May","15","Tues",12,0,1,0,0,0
"8783","Larceny - All Other","2021-05-16","2021","May","13","Tues",12,0,1,0,0,0
"8784","Shots Fired/Illegal Hunting","2021-05-16","2021","May","05","Tues",12,1,0,0,0,1
"8785","Accident - w/out Injuries","2021-05-16","2021","May","04","Tues",12,0,1,0,0,0
"8786","Drug/Narcotics Violation","2021-05-16","2021","May","01","Tues",12,0,1,0,0,0
"8787","Missing Person-juvenile","2021-05-16","2021","May","01","Tues",12,0,1,0,0,0
"8788","Missing Person-juvenile","2021-05-16","2021","May","01","Tues",12,0,1,0,0,0
"8789","Assault Simple","2021-05-15","2021","May","23","Mon",14,0,1,0,0,0
"8790","Disorderly Conduct","2021-05-15","2021","May","22","Mon",14,0,1,0,0,0
"8791","Assault Simple","2021-05-15","2021","May","19","Mon",14,0,1,0,0,0
"8792","Suspicious Activity","2021-05-15","2021","May","18","Mon",14,0,1,0,0,0
"8793","Harassment","2021-05-15","2021","May","15","Mon",14,0,1,0,0,0
"8794","Fraud-false pretense","2021-05-15","2021","May","15","Mon",14,0,1,0,0,0
"8795","Death Investigation - DOA","2021-05-15","2021","May","15","Mon",14,0,1,0,0,0
"8796","Vandalism","2021-05-15","2021","May","15","Mon",14,0,1,0,0,0
"8797","Drunkeness DIP","2021-05-15","2021","May","06","Mon",14,0,1,0,0,0
"8798","Assault Simple","2021-05-15","2021","May","06","Mon",14,0,1,0,0,0
"8799","Hit and Run","2021-05-15","2021","May","03","Mon",14,0,1,0,0,0
"8800","Hit and Run","2021-05-15","2021","May","03","Mon",14,0,1,0,0,0
"8801","Hit and Run","2021-05-15","2021","May","02","Mon",14,0,1,0,0,0
"8802","Vandalism","2021-05-15","2021","May","01","Mon",14,0,1,0,0,0
"8803","Lost/FoundProperty","2021-05-14","2021","May","22","Sun",9,0,1,0,0,0
"8804","Animal - Bite","2021-05-14","2021","May","21","Sun",9,0,1,0,0,0
"8805","Larceny - All Other","2021-05-14","2021","May","20","Sun",9,0,1,0,0,0
"8806","Warrant Service","2021-05-14","2021","May","17","Sun",9,0,1,0,0,0
"8807","Assist Citizen - Mental/TDO/ECO","2021-05-14","2021","May","09","Sun",9,0,1,0,0,0
"8808","Assault Aggravated","2021-05-14","2021","May","06","Sun",9,0,1,0,0,0
"8809","Weapons Violations","2021-05-14","2021","May","05","Sun",9,0,1,0,0,0
"8810","Drunkeness DIP","2021-05-14","2021","May","02","Sun",9,0,1,0,0,0
"8811","Larceny - From Motor Vehicle","2021-05-14","2021","May","00","Sun",9,0,1,0,0,0
"8812","Lost/FoundProperty","2021-05-13","2021","May","22","Sat",13,0,1,0,0,0
"8813","Assault Simple","2021-05-13","2021","May","21","Sat",13,0,1,0,0,0
"8814","Lost/FoundProperty","2021-05-13","2021","May","20","Sat",13,0,1,0,0,0
"8815","Suspicious Activity","2021-05-13","2021","May","19","Sat",13,0,1,0,0,0
"8816","Forgery/Counterfeiting","2021-05-13","2021","May","19","Sat",13,0,1,0,0,0
"8817","Sex Offense - Forcible Sodomy","2021-05-13","2021","May","18","Sat",13,0,1,0,0,0
"8818","Hit and Run","2021-05-13","2021","May","18","Sat",13,0,1,0,0,0
"8819","Hit and Run","2021-05-13","2021","May","17","Sat",13,0,1,0,0,0
"8820","Missing Person-juvenile","2021-05-13","2021","May","17","Sat",13,0,1,0,0,0
"8821","Motor Vehicle Theft","2021-05-13","2021","May","13","Sat",13,0,1,0,0,0
"8822","Hit and Run","2021-05-13","2021","May","11","Sat",13,0,1,0,0,0
"8823","Hit and Run","2021-05-13","2021","May","10","Sat",13,0,1,0,0,0
"8824","Domestic Disturbance","2021-05-13","2021","May","00","Sat",13,0,1,0,0,0
"8825","Hit and Run","2021-05-12","2021","May","23","Fri",14,0,1,0,0,0
"8826","Assist Citizen - Mental/TDO/ECO","2021-05-12","2021","May","23","Fri",14,0,1,0,0,0
"8827","Animal - Bite","2021-05-12","2021","May","22","Fri",14,0,1,0,0,0
"8828","Assault Simple","2021-05-12","2021","May","20","Fri",14,0,1,0,0,0
"8829","Larceny - From Motor Vehicle","2021-05-12","2021","May","20","Fri",14,0,1,0,0,0
"8830","Lost/FoundProperty","2021-05-12","2021","May","18","Fri",14,0,1,0,0,0
"8831","Suspicious Activity","2021-05-12","2021","May","16","Fri",14,0,1,0,0,0
"8832","Larceny - Of Veh Parts/Access","2021-05-12","2021","May","15","Fri",14,0,1,0,0,0
"8833","Drug Investigation","2021-05-12","2021","May","04","Fri",14,0,1,0,0,0
"8834","Assist Citizen - Mental/TDO/ECO","2021-05-12","2021","May","02","Fri",14,0,1,0,0,0
"8835","Suspicious Activity","2021-05-12","2021","May","01","Fri",14,0,1,0,0,0
"8836","Drunkeness DIP","2021-05-12","2021","May","00","Fri",14,0,1,0,0,0
"8837","Robbery - Armed","2021-05-12","2021","May","00","Fri",14,0,1,0,0,0
"8838","Assist Citizen - Mental/TDO/ECO","2021-05-12","2021","May","00","Fri",14,0,1,0,0,0
"8839","Suspicious Activity","2021-05-11","2021","May","23","Thurs",25,0,1,0,0,0
"8840","Assault Intimidation","2021-05-11","2021","May","21","Thurs",25,0,1,0,0,0
"8841","Larceny - From Motor Vehicle","2021-05-11","2021","May","21","Thurs",25,0,1,0,0,0
"8842","Hit and Run","2021-05-11","2021","May","21","Thurs",25,0,1,0,0,0
"8843","Sex Offense","2021-05-11","2021","May","20","Thurs",25,0,1,0,0,0
"8844","Hit and Run","2021-05-11","2021","May","20","Thurs",25,0,1,0,0,0
"8845","Vandalism","2021-05-11","2021","May","19","Thurs",25,0,1,0,0,0
"8846","Hit and Run","2021-05-11","2021","May","19","Thurs",25,0,1,0,0,0
"8847","Comm Relations Initiative - CRI","2021-05-11","2021","May","18","Thurs",25,0,1,0,0,0
"8848","Hit and Run","2021-05-11","2021","May","17","Thurs",25,0,1,0,0,0
"8849","Hit and Run","2021-05-11","2021","May","17","Thurs",25,0,1,0,0,0
"8850","Misc - Criminal Call","2021-05-11","2021","May","15","Thurs",25,0,1,0,0,0
"8851","Larceny - All Other","2021-05-11","2021","May","15","Thurs",25,0,1,0,0,0
"8852","Suspicious Activity","2021-05-11","2021","May","14","Thurs",25,0,1,0,0,0
"8853","Larceny - All Other","2021-05-11","2021","May","13","Thurs",25,0,1,0,0,0
"8854","Hit and Run","2021-05-11","2021","May","10","Thurs",25,0,1,0,0,0
"8855","Assist Citizen - Mental/TDO/ECO","2021-05-11","2021","May","10","Thurs",25,0,1,0,0,0
"8856","Hit and Run","2021-05-11","2021","May","10","Thurs",25,0,1,0,0,0
"8857","Larceny - All Other","2021-05-11","2021","May","09","Thurs",25,0,1,0,0,0
"8858","Vandalism","2021-05-11","2021","May","06","Thurs",25,0,1,0,0,0
"8859","Assist Citizen - Mental/TDO/ECO","2021-05-11","2021","May","05","Thurs",25,0,1,0,0,0
"8860","Domestic Disturbance","2021-05-11","2021","May","04","Thurs",25,0,1,0,0,0
"8861","Assault Simple","2021-05-11","2021","May","00","Thurs",25,0,1,0,0,0
"8862","Suspicious Activity","2021-05-11","2021","May","00","Thurs",25,0,1,0,0,0
"8863","Disorderly Conduct","2021-05-11","2021","May","00","Thurs",25,0,1,0,0,0
"8864","Assault Simple","2021-05-10","2021","May","23","Wed",17,0,1,0,0,0
"8865","Missing Person-juvenile","2021-05-10","2021","May","23","Wed",17,0,1,0,0,0
"8866","Assault Simple","2021-05-10","2021","May","22","Wed",17,0,1,0,0,0
"8867","Lost/FoundProperty","2021-05-10","2021","May","22","Wed",17,0,1,0,0,0
"8868","Assault Simple","2021-05-10","2021","May","21","Wed",17,0,1,0,0,0
"8869","Assault Intimidation","2021-05-10","2021","May","21","Wed",17,0,1,0,0,0
"8870","Larceny - All Other","2021-05-10","2021","May","19","Wed",17,0,1,0,0,0
"8871","Vandalism","2021-05-10","2021","May","17","Wed",17,0,1,0,0,0
"8872","Lost/FoundProperty","2021-05-10","2021","May","15","Wed",17,0,1,0,0,0
"8873","Larceny - From Motor Vehicle","2021-05-10","2021","May","14","Wed",17,0,1,0,0,0
"8874","Assist Agency - Arrest/warrant","2021-05-10","2021","May","14","Wed",17,0,1,0,0,0
"8875","Assist Agency - Backup/Assist","2021-05-10","2021","May","13","Wed",17,0,1,0,0,0
"8876","Driving Under the Influence","2021-05-10","2021","May","13","Wed",17,0,1,0,0,0
"8877","Larceny - All Other","2021-05-10","2021","May","12","Wed",17,0,1,0,0,0
"8878","Fraud-impersonation","2021-05-10","2021","May","12","Wed",17,0,1,0,0,0
"8879","Suspicious Activity","2021-05-10","2021","May","02","Wed",17,0,1,0,0,0
"8880","Larceny - From Motor Vehicle","2021-05-10","2021","May","01","Wed",17,0,1,0,0,0
"8881","Motor Vehicle Theft","2021-05-09","2021","May","22","Tues",12,0,1,0,0,0
"8882","Larceny - All Other","2021-05-09","2021","May","22","Tues",12,0,1,0,0,0
"8883","Burglary","2021-05-09","2021","May","21","Tues",12,0,1,0,0,0
"8884","Disorderly Conduct","2021-05-09","2021","May","20","Tues",12,0,1,0,0,0
"8885","Driving Under the Influence","2021-05-09","2021","May","12","Tues",12,0,1,0,0,0
"8886","Assault Simple","2021-05-09","2021","May","12","Tues",12,0,1,0,0,0
"8887","Accident w/Injuries","2021-05-09","2021","May","08","Tues",12,0,1,0,0,0
"8888","Assault Simple","2021-05-09","2021","May","08","Tues",12,0,1,0,0,0
"8889","Assault Simple","2021-05-09","2021","May","05","Tues",12,0,1,0,0,0
"8890","Hit and Run","2021-05-09","2021","May","04","Tues",12,0,1,0,0,0
"8891","Vandalism","2021-05-09","2021","May","01","Tues",12,0,1,0,0,0
"8892","Lost/FoundProperty","2021-05-09","2021","May","01","Tues",12,0,1,0,0,0
"8893","Larceny - Theft from Building","2021-05-08","2021","May","23","Mon",16,0,1,0,0,0
"8894","Suspicious Activity","2021-05-08","2021","May","22","Mon",16,0,1,0,0,0
"8895","Hit and Run","2021-05-08","2021","May","22","Mon",16,0,1,0,0,0
"8896","Assault Intimidation","2021-05-08","2021","May","22","Mon",16,0,1,0,0,0
"8897","Death Investigation - DOA","2021-05-08","2021","May","21","Mon",16,0,1,0,0,0
"8898","Assault Simple","2021-05-08","2021","May","21","Mon",16,0,1,0,0,0
"8899","Assault Simple","2021-05-08","2021","May","17","Mon",16,0,1,0,0,0
"8900","Assault Simple","2021-05-08","2021","May","17","Mon",16,0,1,0,0,0
"8901","Domestic Disturbance","2021-05-08","2021","May","16","Mon",16,0,1,0,0,0
"8902","Phone Calls - Annoying","2021-05-08","2021","May","14","Mon",16,0,1,0,0,0
"8903","Assist Citizen - Mental/TDO/ECO","2021-05-08","2021","May","04","Mon",16,0,1,0,0,0
"8904","Shots Fired/Illegal Hunting","2021-05-08","2021","May","04","Mon",16,1,0,0,0,1
"8905","Disorderly Conduct","2021-05-08","2021","May","04","Mon",16,0,1,0,0,0
"8906","Larceny - From Coin Oper Device","2021-05-08","2021","May","04","Mon",16,0,1,0,0,0
"8907","Missing Person-juvenile","2021-05-08","2021","May","03","Mon",16,0,1,0,0,0
"8908","Missing Person-juvenile","2021-05-08","2021","May","03","Mon",16,0,1,0,0,0
"8909","Weapons Violations","2021-05-07","2021","May","21","Sun",6,0,1,0,0,0
"8910","Suspicious Activity","2021-05-07","2021","May","19","Sun",6,0,1,0,0,0
"8911","Suspicious Activity","2021-05-07","2021","May","16","Sun",6,0,1,0,0,0
"8912","Assist Citizen - Mental/TDO/ECO","2021-05-07","2021","May","04","Sun",6,0,1,0,0,0
"8913","Traffic Stops","2021-05-07","2021","May","01","Sun",6,0,1,0,0,0
"8914","Phone Calls - Threat or Obscene","2021-05-07","2021","May","00","Sun",6,0,1,0,0,0
"8915","Drug/Narcotics Violation","2021-05-06","2021","May","19","Sat",10,0,1,0,0,0
"8916","Assault Aggravated","2021-05-06","2021","May","17","Sat",10,0,1,0,0,0
"8917","Misc - Non-Criminal Call","2021-05-06","2021","May","15","Sat",10,0,1,0,0,0
"8918","Assault Simple","2021-05-06","2021","May","13","Sat",10,0,1,0,0,0
